Batch Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2017 18:20,849,P 98,Glen Wright,11_16,11/14/2017 9:43,11/14/2017 18:20,#28 Pro 98 Lemons,28,849,Disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Dark Yellow,Yellow,Light Yellow,Light Green,Green,Dark Green,Scar,Start of Batch,Conveyor,Texture,Smoothness,Roundness,Vertical Diameter Stability,Stem Area,Curvature,Flatness,Lemon (Dark Yellow +),2nd Color Variation (Dark Yellow +),Major Diameter (mm),Minor Diameter (mm),Volume (ml),Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
11/14/2017 18:20,978,1,135.9,28.9,53.5,82.4,0,71.5,72,190,7,H,11,8,1,0,128,849,75,H St,Q1,0,0,0,0,0,0,0,0,231.6,1,0,1,28,H,1,0.0756,3.1415,0.0019,0.2344,0,0,0,96.5372,0,7877.9087,100,95.5426,22.7171,0,7.9104,3.4055,137.687,28.8385,71.4987,71.9675,189.9729,228,68570,2.4511,-2.6395
11/14/2017 18:21,649,1,215.9,40.8,87.55,128.35,0,74.6,77.6,230.7,0,A,12,1,1,139,111,849,63,A,Q1,0,0,0,0,0,0,0,0,230.9,1,0,1,28,A,1,0,3.8705,0.0338,95.8436,0,0,0.2013,0.0491,0,2168.0391,93.4883,91.055,5.8992,0,10.5044,3.8234,64.9894,12.6785,74.6398,77.6178,230.6875,111,69221,2.4013,-1.4915
11/14/2017 18:21,652,1,156.8,22.9,66.95,89.85,0,66.7,67.1,164.3,0,A,10,1,1,142,114,849,95,A,Q1,0,0,0,0,0,0,0,0,230.7,1,0,1,28,A,1,0.0021,6.7039,5.7809,86.6682,0.0349,0,0,0.8038,0,831.9117,100,91.6032,9.1299,38.125,4.5812,3.8477,60.3802,30.9991,66.671,67.108,164.2668,114,69224,2.0249,-2.986
11/14/2017 18:21,657,1,259.8,42.4,108.7,151.1,0,79,79.1,289.7,0,A,12,1,1,147,119,849,63,A,Q1,0,0,0,0,0,0,0,0,229.2,1,0,1,28,A,1,0,75.0373,20.3295,3.9663,0.0785,0,0.0513,0.5311,0,1057.0294,100,83.478,2.7799,59.1948,5.0222,5.8383,156.9227,22.4617,79.0064,79.1149,289.6941,119,69229,3.1794,-2.3152
11/14/2017 18:21,660,1,100,21.5,39.25,60.75,0,55.8,55.9,108.4,0,A,8,1,1,150,122,849,140,A,Q1,0,0,0,0,0,0,0,0,230.3,1,0,1,28,A,1,0,5.718,16.2208,77.4905,0.0027,0,0.0054,0.5572,0,485.0866,100,79.2505,2.7797,55.2623,5.062,4.5019,80.693,34.9007,55.7528,55.9123,108.4104,122,69232,2.186,-3.9515
11/14/2017 18:21,662,1,106.4,32.1,37.15,69.25,0,58.3,58.9,112.9,0,A,8,1,1,152,124,849,140,A,Q1,0,0,0,0,0,0,0,0,230.5,1,0,1,28,A,1,0,2.1188,1.4631,96.2689,0.024,0,0,0.1226,0,509.1932,100,88.2652,6.2535,39.3352,6.9951,7.2448,50.4774,24.0447,58.342,58.8704,112.8782,124,69234,3.5102,-1.4347
11/14/2017 18:21,663,1,165.2,55.4,54.9,110.3,0,68.5,68.9,184.8,0,A,11,1,1,153,125,849,75,A,Q1,0,0,0,0,0,0,0,0,230.2,1,0,1,28,A,1,3.6072,70.5352,16.0949,9.3168,0.0115,0,0.0903,0.3382,0,1928.4984,100,87.7032,2.7713,51.9319,6.6914,4.3244,172.5844,14.9476,68.5499,68.9094,184.8276,125,69235,3.4566,-4.3334
11/14/2017 18:21,664,1,140.8,18.8,61,79.8,0,61.3,61.5,153.5,0,A,9,1,1,154,126,849,115,A,Q1,0,0,0,0,0,0,0,0,232,1,0,1,28,A,1,0,0.6129,0,99.3581,0.0249,0,0,0,0,1456.4889,100,75.7854,1.4525,81.7354,4.1311,5.5427,32.4905,6.6932,61.3467,61.5217,153.4971,126,69236,3.1927,0.6307
11/14/2017 18:21,665,1,186.7,37.4,74.65,112.05,0,68.9,69,200,0,A,11,1,1,155,127,849,75,A,Q1,0,0,0,0,0,0,0,0,230.7,1,0,1,28,A,1,0,7.8459,8.5062,83.4331,0,0,0,0.2108,0,953.3601,100,86.114,8.0434,42.481,5.3354,12.9264,81.0289,21.9913,68.8714,68.9585,200.0052,127,69237,2.43,-1.9469
11/14/2017 18:21,668,1,205.3,42.7,81.3,124,0,71.1,78.3,222.2,0,A,12,1,1,158,130,849,63,A,Q1,0,0,0,0,0,0,0,0,231.2,1,0,1,28,A,1,0,8.5998,0,91.324,0.0431,0,0,0.0282,0,724.6915,100,81.6775,3.3357,0,5.1386,3.0479,82.1387,12.3329,71.1291,78.2812,222.2019,130,69240,1.912,-2.6222
11/14/2017 18:21,671,1,126.7,24.1,51.3,75.4,0,61.3,61.4,133.6,0,A,9,1,1,161,133,849,115,A,Q1,0,0,0,0,0,0,0,0,230.6,1,0,1,28,A,1,0,0.0023,0,99.9886,0.0046,0,0,0,0,1329.3621,100,84.2181,2.0274,70.7439,3.9619,5.7658,16.0659,5.9871,61.3271,61.3966,133.5569,133,69243,1.9897,-3.6235
11/14/2017 18:21,678,1,120.5,25.7,47.4,73.1,0,56.1,56.2,128.4,0,A,8,1,1,168,140,849,140,A,Q1,0,0,0,0,0,0,0,0,230,1,0,1,28,A,1,0,0.2013,0,99.7779,0.0185,0,0,0,0,244.2202,100,68.9164,1.3469,97.6104,2.7253,6.576,38.4747,6.378,56.127,56.2376,128.4245,140,69250,3.1927,0.0933
11/14/2017 18:21,679,1,156.9,33.7,61.6,95.3,0,65.5,65.6,177.4,0,A,10,1,1,169,141,849,95,A,Q1,0,0,0,0,0,0,0,0,230.8,1,0,1,28,A,1,0,36.3013,0.6469,62.6872,0.0019,0,0.3066,0.0524,0,1879.4047,100,77.2196,1.7854,85.2843,4.0343,3.5921,117.3776,21.2081,65.5343,65.5939,177.3512,141,69251,4.2561,-2.7729
11/14/2017 18:21,685,1,123.9,18.2,52.85,71.05,0,60.2,60.5,132.3,0,A,9,1,1,175,147,849,115,A,Q1,0,0,0,0,0,0,0,0,230.5,1,0,1,28,A,1,0,1.0938,0,98.7892,0.043,0,0.0048,0.0621,0,666.8535,100,83.4133,3.6202,38.2334,2.1828,6.2281,46.1123,15.9325,60.1548,60.5344,132.336,147,69257,1.4931,-1.389
11/14/2017 18:21,687,1,165.1,12.5,76.3,88.8,0,67,67.3,178.4,0,A,10,1,1,177,149,849,95,A,Q1,0,0,0,0,0,0,0,0,230.2,1,0,1,28,A,1,0,0.0539,0,99.923,0.0173,0,0,0.0038,0,2655.105,100,84.8369,3.5773,67.6636,3.8347,5.6098,35.815,7.0512,67.0094,67.3035,178.3927,149,69259,2.8145,1.3048
11/14/2017 18:21,694,1,140.8,26.7,57.05,83.75,0,63.7,64.1,151.2,0,A,10,1,1,184,156,849,95,A,Q1,0,0,0,0,0,0,0,0,230.5,1,0,1,28,A,1,0,1.0523,0,98.9477,0,0,0,0,0,1168.985,100,85.3563,5.3997,32.381,5.0612,5.8862,63.7903,8.1383,63.7303,64.0718,151.1541,156,69266,2.7146,-4.1071
11/14/2017 18:21,696,1,103.5,25.9,38.8,64.7,0,57.7,58,113.5,0,A,8,1,1,186,158,849,140,A,Q1,0,0,0,0,0,0,0,0,230.2,1,0,1,28,A,1,0,1.6704,0,98.2811,0.0431,0,0,0,0,459.7721,100,85.3846,2.7143,43.5367,5.4691,4.9524,53.0925,14.3496,57.749,57.9986,113.4575,158,69268,2.9052,-3.8282
11/14/2017 18:21,727,1,180.3,35.1,72.6,107.7,0,65.9,66.1,193.8,0,A,10,1,1,217,189,849,95,A,Q1,0,0,0,0,0,0,0,0,232.4,1,0,1,28,A,1,0,0.5053,0.2758,99.1887,0.0053,0,0,0.0214,0,1067.6971,100,73.142,1.9526,68.7067,2.8023,6.607,26.4798,20.5763,65.9131,66.0747,193.7766,189,69299,4.1313,-3.9367
11/14/2017 18:21,734,1,285.2,26,129.6,155.6,0,80.4,80.7,304.6,0,A,13,1,1,224,196,849,Over,A,Q1,0,0,0,0,0,0,0,0,231.2,1,0,1,28,A,1,0,0.0459,0,99.889,0.0592,0,0,0.0015,0,1018.687,87.7383,88.5488,2.857,39.9875,5.8426,3.8064,40.0367,9.0804,80.3885,80.7373,304.6129,196,69306,3.5998,-4.0416
