Batch Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2017 16:06,816,P 98,Glen Wright,09_07,11/14/2017 7:59,11/14/2017 16:06,#28 Pro 98 Lemons,28,816,Disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Dark Yellow,Yellow,Light Yellow,Light Green,Green,Dark Green,Scar,Start of Batch,Conveyor,Texture,Smoothness,Roundness,Vertical Diameter Stability,Stem Area,Curvature,Flatness,Lemon (Dark Yellow +),2nd Color Variation (Dark Yellow +),Major Diameter (mm),Minor Diameter (mm),Volume (ml),Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
11/14/2017 16:06,418,1,137.8,25.9,55.95,81.85,0,71.4,71.9,190.1,7,H,11,8,1,148,22,816,75,H St,Q1,0,0,0,0,0,0,0,0,231.7,1,0,1,28,H,1,0.0576,25.2572,0.2106,0.7489,0,0,0,73.7178,0,2993.5503,100,95.8711,26.3681,0,7.6287,3.4424,145.2055,46.3924,71.4341,71.9407,190.1053,120,18030,2.8896,-1.6275
11/14/2017 16:07,109,1,153.6,24.4,64.6,89,0,67.7,68.8,163.7,0,A,11,1,1,51,25,816,75,A,Q1,0,0,0,0,0,0,0,0,230.8,1,0,1,28,A,1,0,7.2897,1.4748,91.0558,0,0,0.0106,0.1669,0,641.2078,78.1745,94.3592,26.4126,0,6.6509,6.7312,74.6895,32.8163,67.6506,68.7569,163.747,23,18701,4.2783,-2.7595
11/14/2017 16:07,135,1,405.5,36.7,184.4,221.1,0,89.7,89.8,429.7,0,A,13,1,1,77,51,816,Over,A,Q1,0,0,0,0,0,0,0,0,230.8,1,0,1,28,A,1,0.0128,37.5402,8.7976,53.2753,0,0,0.2934,0.0756,0,5318.3423,76.8791,83.5295,4.1809,77.0488,4.0086,6.0205,123.4522,43.5901,89.6623,89.7992,429.731,49,18727,1.0002,-2.7175
11/14/2017 16:07,144,1,248.9,5.1,121.9,127,0,80,82.3,276.9,0,A,13,1,1,86,60,816,Over,A,Q1,0,0,0,0,0,0,0,0,232.2,1,0,1,28,A,1,0,3.7432,1.8741,94.1387,0.0246,0,0.1753,0.0377,0,1550.0547,83.3795,91.2932,8.6952,0,7.4476,6.3771,69.9268,17.6114,80.0147,82.2508,276.8961,58,18736,2.8707,-2.7111
11/14/2017 16:07,145,1,182.8,50.1,66.35,116.45,0,70,70.1,193.9,0,A,11,1,1,87,61,816,75,A,Q1,0,0,0,0,0,0,0,0,232.3,1,0,1,28,A,1,0,1.1419,0,98.8491,0,0,0.0054,0,0,1272.6177,100,85.091,1.8414,43.4092,7.0862,6.9141,62.1938,10.1958,69.9987,70.0875,193.9098,59,18737,3.1582,-2.9274
11/14/2017 16:07,146,1,127.3,28.3,49.5,77.8,0,63.1,64.1,132.9,0,A,10,1,1,88,62,816,95,A,Q1,0,0,0,0,0,0,0,0,231,1,0,1,28,A,1,0,1.7329,0.7859,97.386,0,0,0.0927,0,0,561.0724,93.8642,93.7497,12.5589,0,7.7541,4.5685,65.7155,26.5191,63.0661,64.0859,132.9001,60,18738,3.7495,-2.7172
11/14/2017 16:07,147,1,401.4,49.7,175.85,225.55,0,88.3,88.9,443.2,0,A,13,1,1,89,63,816,Over,A,Q1,0,0,0,0,0,0,0,0,230.9,1,0,1,28,A,1,0,9.5021,3.6683,86.407,0.0665,0,0.1148,0.2374,0,2634.0413,87.1713,80.0414,2.7541,41.051,3.9107,5.1744,82.1728,20.4369,88.3136,88.9261,443.1774,61,18739,4.4721,-5.6363
11/14/2017 16:07,153,1,352.6,72,140.3,212.3,0,87.6,90.7,368.7,0,A,13,1,1,95,69,816,Over,A,Q1,0,0,0,0,0,0,0,0,231,1,0,1,28,A,1,0,16.9106,3.0657,79.4617,0.0597,0,0.3215,0.175,0,2971.574,79.948,89.7716,14.8711,0,5.6446,7.1926,110.5483,33.4635,87.5636,90.7396,368.6954,67,18745,1.5425,-3.1782
11/14/2017 16:07,159,1,196.9,48.3,74.3,122.6,0,72.8,73.6,214.9,0,A,12,1,1,101,75,816,63,A,Q1,0,0,0,0,0,0,0,0,230.4,1,0,1,28,A,1,0,2.5461,4.5649,92.7859,0.0017,0,0.0035,0.0891,0,1253.1248,81.7143,89.5639,3.9446,23.5401,5.829,3.3679,72.9048,14.4169,72.7828,73.6085,214.947,73,18751,2.4675,-4.4063
11/14/2017 16:07,160,1,176.7,40.6,68.05,108.65,0,68,68,193.3,0,A,11,1,1,102,76,816,75,A,Q1,0,0,0,0,0,0,0,0,230.5,1,0,1,28,A,1,0,6.221,12.1921,81.4281,0.0055,0,0.0018,0.1478,0,1084.4613,100,81.5156,1.6646,38.1708,3.418,3.8227,95.173,10.8688,68.0014,68.0484,193.2559,74,18752,2.3948,-3.5442
