-120.66967498562582,35.29829500464191,91.1,63.2
-120.66968307952409,35.29829500464191,81.5,60.9
-120.66969602976131,35.29829104111754,80.2,70.1
-120.66970897999853,35.29828296727097,82.6,56.4
-120.66972103091373,35.29827004911481,78.3,38.0
-120.66973002413403,35.29825404821398,67.9,33.7
-120.66973901735432,35.29824201083695,71.9,41.3
-120.66974908976105,35.29823701972887,81.9,45.9
-120.66975304677796,35.2982320286205,73.7,49.4
-120.66976096081184,35.29822395476805,74.4,45.6
-120.66976797552367,35.29821397254938,75.4,41.6
-120.66977606942191,35.298203990329455,69.5,42.6
-120.6697850626422,35.29819400810832,73.6,43.5
-120.66979297667609,35.298182998304156,78.1,44.0
-120.66980196989638,35.298170960916565,69.7,38.7
-120.6698120423031,35.29815907032463,59.2,34.1
-120.66982193484543,35.298146005351214,65.4,45.5
-120.66983200725217,35.298133967958115,66.2,54.5
-120.6698429789809,35.29812104977817,70.5,46.9
-120.66985305138765,35.29810798479863,71.1,44.1
-120.66986402311639,35.29809506661453,69.3,44.7
-120.66987499484515,35.29808200163079,73.7,52.9
-120.66988398806546,35.298070991811386,74.4,46.5
-120.66989208196371,35.29806203715717,75.1,47.9
-120.66990197450605,35.2980489721681,76.1,70.5
-120.66991492474327,35.298031062853816,85.1,69.3
-120.66992895416693,35.298013006737854,87.6,71.6
-120.669944062777,35.297994950617856,81.1,81.8
-120.66995701301423,35.29797894966262,70.8,79.8
-120.66996708542096,35.29796500387339,68.8,76.3
-120.66997607864126,35.29795296645336,77.6,74.9
-120.66998507186157,35.297940929031554,82.9,63.1
-120.66999406508187,35.297929038405805,62.1,25.5
-120.67000305830214,35.29791597339527,58.3,26.8
-120.67001097233602,35.29790305518053,63.7,57.4
-120.67001906623426,35.29788896258027,69.6,70.3
-120.67002895877658,35.297873989189796,74.3,65.6
-120.67003993050534,35.29785798821066,78.9,68.8
-120.67005198142056,35.29784198722835,87.7,72.6
-120.67006403233573,35.29782598624287,84.9,64.1
-120.67007500406451,35.29780998525423,84.3,65.1
-120.67008795430174,35.29779501184917,70.6,62.9
-120.67010000521691,35.297780038441324,68.3,63.4
-120.67011403464059,35.29776300985648,69.0,59.6
-120.67012698487781,35.29774700885539,76.4,72.3
-120.67013795660655,35.297729980263604,72.7,57.5
-120.67015900074206,35.29769695065725,68.6,63.2
-120.6701699724708,35.297680068853246,80.7,64.0
-120.67018202338602,35.29766406783576,75.1,58.4
-120.6701940743012,35.2976480668151,71.4,45.7
-120.67020702453841,35.29763294658168,57.5,49.3
-120.6702219532841,35.29761694555487,57.8,41.1
-120.6702370618942,35.29760197211408,57.3,41.7
-120.67025001213142,35.297585971081155,70.4,49.5
-120.67026296236864,35.29756894245548,69.9,51.3
-120.67027591260586,35.29755206062477,70.4,56.8
-120.6702890427075,35.297535031991956,76.6,67.3
-120.67030001443625,35.29751800335557,74.6,54.6
-120.67031206535145,35.29749994712513,71.0,52.0
-120.67032393640223,35.29748306528003,57.4,41.0
-120.6703379658259,35.297467945015775,54.0,33.0
-120.67035091606311,35.29745194395634,45.7,21.7
-120.67036494548678,35.29743506210122,39.2,17.6
-120.67037897491043,35.297417005852296,42.1,22.1
-120.67039192514765,35.297398068806395,48.1,26.1
-120.67040703375775,35.2973800125492,45.4,25.0
-120.67043707111354,35.297345955207604,50.0,34.3
-120.67045002135076,35.297328045737736,57.0,44.0
-120.67046297158798,35.29730998946492,59.9,35.4
-120.6704759218252,35.29729193318808,51.7,32.5
-120.67048905192684,35.297275051299586,45.2,34.9
-120.67050200216406,35.29725802260849,56.5,51.3
-120.67051495240128,35.2972409939138,64.2,67.8
-120.6705280825029,35.29722499280951,78.3,78.3
-120.67054193206216,35.29720899170206,74.5,80.2
-120.67055398297734,35.29719299059142,58.8,60.9
-120.67056693321456,35.29717698947763,55.4,67.2
-120.67058096263824,35.29716201595544,62.3,57.6
-120.67059391287546,35.29714601483553,74.2,73.6
-120.67060596379063,35.29712898611728,51.5,49.8
-120.67061891402788,35.29711298499084,53.0,49.6
-120.67063204412952,35.29709595626564,55.7,52.8
-120.67064301585827,35.29707892753686,61.9,50.0
-120.67065506677345,35.29706307319995,64.2,49.2
-120.67066891633272,35.29704707206048,58.1,51.4
-120.67068204643434,35.29703004332142,54.9,54.6
-120.67069607585802,35.297014042175405,54.2,63.2
-120.67070794690878,35.2969970134294,65.8,76.1
-120.67072107701041,35.296979984679794,65.2,91.3
-120.67073294806121,35.29696398352389,58.2,85.0
-120.67082306012855,35.2969660387184,124.0,117.1
-120.67080597301,35.296993930638784,81.4,114.3
-120.67079697978969,35.2970080233949,72.8,130.6
-120.6707879865694,35.29702196934905,81.3,119.4
-120.67077701484064,35.297036062100275,67.5,128.4
-120.67076604311188,35.297048980453425,69.4,116.3
-120.67075597070514,35.29706204560393,65.9,131.5
-120.67074607816282,35.29707599154879,68.4,114.3
-120.6707360057561,35.29708993749122,72.1,104.2
-120.67072593334936,35.297104030230614,85.3,97.4
-120.67071604080706,35.29711797616823,77.6,91.3
-120.67070398989185,35.29713104130761,65.1,76.1
-120.67069391748514,35.297144987240564,77.5,79.4
-120.67068294575638,35.297159960765896,80.4,90.3
-120.67067305321406,35.29717405349311,77.2,76.9
-120.67066298080731,35.29718902701306,70.4,77.7
-120.67065308826498,35.297204000530265,66.6,68.0
-120.67064193667181,35.29721897404469,81.6,69.0
-120.67063096494309,35.29723394755634,88.7,73.2
-120.67061891402788,35.29724804027066,80.8,74.4
-120.67060704297708,35.297263013776934,67.4,83.1
-120.67059499206191,35.29727798728044,82.0,78.8
-120.67058402033312,35.29729296078118,64.6,59.5
-120.67057304860437,35.29730896187204,59.9,44.7
-120.67056207687561,35.297324962959735,55.8,35.3
-120.67055002596044,35.29733993645177,50.0,28.1
-120.67053707572319,35.297355056739946,41.1,25.4
-120.67052394562158,35.29737003022642,39.3,22.1
-120.67050991619791,35.297383976118205,38.3,24.1
-120.6704969659607,35.29739894959933,39.7,22.4
-120.67048599423194,35.29741495066923,44.0,25.8
-120.67047700101162,35.29743095173596,44.5,28.8
-120.67046602928289,35.29744607200713,60.7,47.7
-120.67045397836769,35.29746104547678,58.7,42.9
-120.67044192745249,35.29747601894364,56.8,43.2
-120.67043005640171,35.29749099240773,77.2,55.6
-120.67041800548651,35.29750699345944,80.6,60.8
-120.67040793307979,35.297521966917806,72.6,59.0
-120.67039804053746,35.29753796796338,83.2,66.1
-120.67038796813073,35.29755396900581,83.3,61.2
-120.67037807558839,35.29756997004506,77.1,62.0
-120.67036692399523,35.297585971081155,77.7,53.6
-120.6703559522665,35.2976009445249,80.9,48.2
-120.67034605972417,35.29761195440825,70.1,41.7
-120.67033994433436,35.29761400958631,70.7,40.8
-120.67033706650388,35.29761694555487,68.4,44.7
-120.67033095111405,35.29762501946787,70.9,46.3
-120.67032105857174,35.297637937726996,67.3,40.6
-120.67030900765654,35.29765203037097,62.8,38.7
-120.67029605741932,35.297667003802495,60.0,39.2
-120.67028202799567,35.297681977231264,54.1,39.4
-120.67026907775845,35.29769797824522,65.5,48.1
-120.67025594765681,35.29771295166824,69.7,59.2
-120.67024191823317,35.297728071886716,65.1,60.0
-120.67022896799593,35.29774407289154,75.3,62.5
-120.67021691708075,35.29775992709506,71.9,62.2
-120.67020504602995,35.29777592809358,68.3,54.8
-120.67019101660631,35.2977910483003,69.2,52.6
-120.67017698718263,35.297807930081156,66.3,55.5
-120.67016601545387,35.29782495865655,58.0,50.2
-120.67015396453867,35.29784198722835,60.1,44.6
-120.6701419136235,35.29785798821066,69.5,49.3
-120.67012896338628,35.297873989189796,80.6,58.6
-120.67011601314906,35.29788999016578,73.1,61.5
-120.67010396223384,35.2979059911386,73.1,62.6
-120.67009101199662,35.29792199210825,70.0,51.3
-120.67007896108142,35.29793799307475,73.3,52.5
-120.6700660108442,35.29795502162276,66.9,46.0
-120.67005395992902,35.297971022582715,53.5,27.5
-120.67004208887822,35.29798702353953,51.6,26.4
-120.67003003796304,35.29800405207722,62.5,33.0
-120.67001708772582,35.298020053027486,73.8,62.4
-120.67000395762419,35.29803605397459,72.5,71.3
-120.6699920865734,35.29805396328778,81.4,64.8
-120.66998093498023,35.298070991811386,86.1,61.4
-120.6699710424379,35.29808802033143,74.5,62.8
-120.66996097003118,35.29810592963311,79.1,70.0
-120.6699499983024,35.298123985728346,70.3,58.6
-120.66993902657364,35.2981399866549,66.7,69.2
-120.66992805484489,35.298155987578276,68.5,60.7
-120.66991600392971,35.29816993333462,75.3,64.0
-120.66990197450605,35.29818505346772,75.3,56.4
-120.66988902426883,35.298201054382204,73.4,50.8
-120.66987697335364,35.298217055293506,75.6,49.7
-120.66986492243844,35.29823305620166,72.1,54.9
-120.66985197220122,35.298247001944716,71.4,52.3
