Batch Information
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode
"2017-12-04 18:01:26",929,"P 43","Roose","16_07","2017-12-04 09:58:23","2017-12-04 18:01:27","Pro 43 92 E Nova ",26,929,"Disabled"

Fruit
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Red,Red/Orange,Dark Orange,Orange,Orange/Yellow,Yellow/Green,Green,Dark Green,Light Scar,Dark Scar,Start of Batch,Conveyor,Texture,Overall Roundness,Trapeziod Angle (Deg),Stem angle,Stem Area,Smoothness,Flatness,Elongation,Volume (ml),Minor Diameter (mm),Major Diameter (mm),Touching Factor,Double Factor,Calyx size,Stem Size,Major Diameter (mm)_duplicate_column_1,Minor Diameter (mm)_duplicate_column_1,Volume (ml)_duplicate_column_1,Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
"2017-12-04 18:01:45",269,1,146,8.8,68.6,77.4,0,72.3,70.9,186.7,3,"D",6,4,1,17,21,929,"mamm","Star","Q1",0,0,0,0,0,0,0,0,231.2,1,0,1,28,"D",1,0.0157,0,0,0.0236,0,0.0138,0,0,0.0904,0.0923,99.7564,0,5904.625,98.0619,180,180,0,93.0128,5.6278,1.9575,186.6973,70.8521,72.2528,0,0,0,0,72.2528,70.8521,186.6973,245,70801,2.4246,-2.0878
"2017-12-04 18:02:55",799,1,109.1,21.5,43.8,65.3,0,62.8,59.2,112.6,0,"A",4,1,1,35,217,929,"larg","Smoo","Q1",0,0,0,0,0,0,0,0,231.6,1,0,1,28,"A",1,1.2846,0.0028,90.607,7.6581,0.0801,0.21,0,0,0.0608,0.0608,0.0193,0,390.8118,93.5598,180,180,0,92.374,10.6573,5.8477,112.5527,59.2348,62.8029,0,0,0,0,62.8029,59.2348,112.5527,7,71331,2.356,-2.3394
"2017-12-04 18:02:56",801,1,116.6,2.8,56.9,59.7,0,65.7,62.4,128.5,0,"A",5,1,1,37,219,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"A",1,2.6052,0.005,90.8605,6.0579,0.01,0.2909,0.153,0,0,0,0.005,0,952.3367,93.8753,180,180,0,93.8659,12.4597,5.1774,128.5082,62.4077,65.7247,0,0,0,0,65.7247,62.4077,128.5082,9,71333,2.9205,-1.8941
"2017-12-04 18:02:57",808,1,153.7,25.5,64.1,89.6,0,75.1,68.1,170.8,0,"A",6,1,1,44,226,929,"mamm","Smoo","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"A",1,1.4926,0.014,87.3232,10.7081,0.1501,0.1741,0.124,0,0,0,0.006,0,838.0307,88.3053,180,180,0,91.0848,17.127,9.7933,170.7632,68.12,75.1347,0,0,0,0,75.1347,68.12,170.7632,16,71340,3.0681,-2.9871
"2017-12-04 18:02:58",818,1,121.8,24,48.9,72.9,0,66.8,62.4,132.2,0,"A",5,1,1,54,236,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"A",1,1.4735,0,92.977,5.1117,0.0246,0.1009,0.2829,0,0,0.0074,0.0123,0,711.5073,92.6165,180,180,0,85.9874,12.6009,6.7664,132.2366,62.4328,66.8052,0,0,0,0,66.8052,62.4328,132.2366,26,71350,1.793,-3.629
"2017-12-04 18:02:58",821,1,133.5,10.9,61.3,72.2,0,69,65.2,143.8,0,"A",5,1,1,57,239,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"A",1,2.5473,0.0023,84.9097,11.962,0.2643,0.1048,0.1595,0,0,0,0.0387,0,790.6664,91.9383,180,180,0,72.4235,16.0456,5.7691,143.8105,65.1684,69.0397,0,0,0,0,69.0397,65.1684,143.8105,29,71353,3.1441,-3.3087
"2017-12-04 18:02:59",824,1,124.5,17.9,53.3,71.2,0,66.5,63.6,132.8,0,"A",5,1,1,60,242,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,230.6,1,0,1,28,"A",1,0.96,0.0098,69.2633,28.548,1.0675,0.0635,0.0782,0,0,0,0,0,1176.8015,93.5983,180,180,0,92.2898,16.1774,4.5356,132.769,63.5745,66.5249,0,0,0,0,66.5249,63.5745,132.769,32,71356,3.3894,-2.3319
"2017-12-04 18:02:59",825,1,120.5,33.7,43.4,77.1,0,67.7,63.9,134.4,0,"A",5,1,1,61,243,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"A",1,3.0458,0,80.7774,14.6337,0.1914,1.0799,0.2505,0,0,0,0.0047,0,428.7173,92.4835,180,180,0,85.5418,18.611,5.8044,134.3624,63.8811,67.6998,3.8462,0,0,0,67.6998,63.8811,134.3624,33,71357,2.6709,-3.4259
"2017-12-04 18:02:59",826,1,114.3,26,44.15,70.15,0,64.3,60.5,119.6,0,"A",5,1,1,62,244,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,230.3,1,0,1,28,"A",1,1.5396,0,65.6712,32.1533,0.1725,0.448,0,0,0,0.0026,0,0,489.3991,93.8948,180,180,0,100,8.7304,6.0966,119.6048,60.518,64.3236,0,0,0,0,64.3236,60.518,119.6048,34,71358,2.8565,-2.7106
"2017-12-04 18:02:59",828,1,116.9,21.8,47.55,69.35,0,66.8,63,130.4,0,"A",5,1,1,64,246,929,"jumb","Smoo","Q1",0,0,0,0,0,0,0,0,231.9,1,0,1,28,"A",1,0.8457,0.0099,92.7543,6.1007,0.0396,0.2102,0.0297,0,0,0,0,0,728.3875,92.2115,180,180,0,70.0155,14.8429,5.8571,130.3858,62.9673,66.7666,0,0,0,0,66.7666,62.9673,130.3858,36,71360,2.0809,-3.1794
