Batch Information
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode
"2017-12-12 16:40:36",1096,"P112","Roose","11_05","2017-12-12 08:38:29","2017-12-12 16:40:36","Roose Pro 112 Mandarin ",23,1096,"Disabled"

Fruit
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Red,Red/Orange,Dark Orange,Orange,Orange/Yellow,Yellow/Green,Green,Dark Green,Light Scar,Dark Scar,Start of Batch,Conveyor,Texture,Overall Roundness,Trapeziod Angle (Deg),Stem angle,Stem Area,Smoothness,Flatness,Elongation,Volume (ml),Minor Diameter (mm),Major Diameter (mm),Touching Factor,Double Factor,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,IQS 3 avg,IQS 4 avg,Fruit,Rough skin,Ridges,Creases,Major Diameter (mm)_duplicate_column_1,Minor Diameter (mm)_duplicate_column_1,Volume (ml)_duplicate_column_1,Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
"2017-12-12 16:40:51",210,1,133.3,29,52.15,81.15,0,73,71.9,194,3,"D",6,4,1,72,294,1096,"mamm","D St","Q1",0,0,0,0,0,0,0,0,230.3,1,0,1,28,"D",1,0,0.0019,0,0.094,0,0.1937,0.0244,0,0.0395,0.1598,99.481,0,9145.5176,98.5189,176.1623,180,0,100,3.8416,1.4934,194.0325,71.9223,73.0044,0,0,0,0,14.79,11.42,12.51,50.41,100,0,0,0,73.0044,71.9223,194.0325,44,308882,5.1223,-2.514
"2017-12-12 16:41:40",658,1,106.3,9.3,48.5,57.8,0,65.2,61.4,125.8,2,"C",5,3,1,8,74,1096,"jumb","C","Q1",0,0,0,0,0,0,0,0,229.6,1,0,1,28,"C",1,0,0.0177,1.7997,50.5093,15.6282,31.4182,0.4474,0,0,0,0.1668,0,611.3636,94.0587,180,180,0,84.5627,12.246,5.884,125.8129,61.4396,65.1643,0,0,0,0,13.285,10.27,9.165,35.3,15.7895,84.2105,0,0,65.1643,61.4396,125.8129,236,309330,4.0443,-2.8331
"2017-12-12 16:41:42",671,1,121.6,37,42.3,79.3,0,66.9,64.7,142.1,2,"C",5,3,1,21,87,1096,"jumb","C","Q1",0,0,0,0,0,0,0,0,231,1,0,1,28,"C",1,0,0.0116,1.9389,55.9673,8.9383,32.4296,0.1299,0,0,0.0162,0.5566,0,1290.7534,96.5225,180,180,0,100,8.6505,3.2732,142.0774,64.7463,66.9008,0,0,0,0,12.785,9.39,7.685,34.985,15.7895,84.2105,0,0,66.9008,64.7463,142.0774,249,309343,4.6853,-2.3828
"2017-12-12 16:41:42",673,1,103.4,23.2,40.1,63.3,0,66.1,63.2,125.9,2,"C",5,3,1,23,89,1096,"jumb","C","Q1",0,0,0,0,0,0,0,0,230,1,0,1,28,"C",1,0,0.0356,3.164,81.1381,15.0428,0.5612,0.0254,0,0,0,0.0229,0,1020.2761,92.6257,180,180,0,100,16.6078,4.4826,125.9086,63.1762,66.0731,0,0,0,0,11.985,9.63,5.925,34.395,57.8947,26.3158,0,15.7895,66.0731,63.1762,125.9086,251,309345,4.035,-1.4432
"2017-12-12 16:41:42",676,1,95.4,9.5,42.95,52.45,0,62.2,59.5,107.8,1,"B",4,2,1,26,92,1096,"larg","B","Q1",0,0,0,0,0,0,0,0,230.3,1,0,1,28,"B",1,0,0.0169,2.2145,72.6815,12.8485,12.0644,0.1208,0.0112,0,0,0.0281,0,481.5393,93.224,180,180,0,92.2347,16.0757,4.4059,107.8266,59.48,62.1596,0,0,0,0,12.49,5.15,3.92,29.92,50,50,0,0,62.1596,59.48,107.8266,254,309348,3.8135,-0.5816
"2017-12-12 16:41:43",681,1,91.4,17.6,36.9,54.5,0,60.4,57.4,99.1,1,"B",4,2,1,31,97,1096,"larg","B","Q1",0,0,0,0,0,0,0,0,230.4,1,0,1,28,"B",1,0,0.006,0.2478,20.2567,4.7791,65.9403,8.4955,0.003,0,0,0.2478,0,532.3458,94.0201,180,180,0,100,11.7323,5.0406,99.0989,57.4412,60.4114,0,0,0,0,13.175,6.745,6.165,31.46,87.5,12.5,0,0,60.4114,57.4412,99.0989,3,309353,1.3609,-1.1082
"2017-12-12 16:41:43",682,1,140.6,30.5,55.05,85.55,0,77.9,71.5,187.9,2,"C",7,3,1,32,98,1096,"colo","C","Q1",0,0,0,0,0,0,0,0,230.5,1,0,1,28,"C",1,0,0.0223,2.0551,75.9746,18.5273,3.0585,0.2211,0,0.0037,0.0353,0.091,0,1317.057,89.2139,180,180,0,93.5679,20.2208,8.6123,187.8564,71.4771,77.9099,0,0,0,0,10.975,30.95,26.555,54.695,14.2857,85.7143,0,0,77.9099,71.4771,187.8564,4,309354,3.2251,-2.6442
"2017-12-12 16:41:44",687,1,113,20.7,46.15,66.85,0,67.9,62.3,130.3,2,"C",5,3,1,37,103,1096,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.5,1,0,1,28,"C",1,0,0.0534,2.8463,79.2792,11.9681,5.7291,0.0971,0,0,0,0.017,0,624.3339,90.1464,180,180,0,88.2427,15.5026,8.599,130.261,62.3001,67.8979,0,0,0,0,12.625,9.405,7.51,36.28,68.4211,15.7895,0,15.7895,67.8979,62.3001,130.261,9,309359,2.2283,-2.2027
"2017-12-12 16:41:44",692,1,139.6,36.6,51.5,88.1,0,75.1,71.3,190.5,2,"C",6,3,1,42,108,1096,"mamm","C","Q1",0,0,0,0,0,0,0,0,231.6,1,0,1,28,"C",1,0,0.0224,1.8223,91.2566,6.3567,0.3514,0.0187,0,0,0,0.1626,0,1534.9287,94.3271,180,180,0,94.3434,10.7064,5.2521,190.5079,71.3014,75.1472,0,0,0,0,9.895,9.845,2.825,31.97,55,45,0,0,75.1472,71.3014,190.5079,14,309364,4.1872,-2.9083
"2017-12-12 16:41:44",693,1,154.9,46.1,54.4,100.5,0,73.1,70,185.3,2,"C",6,3,1,43,109,1096,"mamm","C","Q1",0,0,0,0,0,0,0,0,230.4,1,0,1,28,"C",1,0,0.0057,0.4736,34.8348,14.3403,47.4718,2.7077,0.0019,0,0.0038,0.1489,0,1626.6746,95.87,180,180,0,73.8687,4.6645,4.2333,185.3261,70.0486,73.0781,0,0,0,0,12.67,9.405,7.865,34.685,13.6364,77.2727,9.0909,0,73.0781,70.0486,185.3261,15,309365,3.7178,-4.5422
