Batch Information
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode
"2017-12-13 16:04:52",1268,"P112","Roose","07_14","2017-12-13 08:02:27","2017-12-13 16:04:53","Roose Pro 112 Mandarin ",23,1268,"Disabled"

Fruit
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Red,Red/Orange,Dark Orange,Orange,Orange/Yellow,Yellow/Green,Green,Dark Green,Light Scar,Dark Scar,Start of Batch,Conveyor,Texture,Overall Roundness,Trapeziod Angle (Deg),Stem angle,Stem Area,Smoothness,Flatness,Elongation,Volume (ml),Minor Diameter (mm),Major Diameter (mm),Touching Factor,Double Factor,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,IQS 3 avg,IQS 4 avg,Fruit,Rough skin,Ridges,Creases,Major Diameter (mm)_duplicate_column_1,Minor Diameter (mm)_duplicate_column_1,Volume (ml)_duplicate_column_1,Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
"2017-12-13 16:05:07",206,1,129.9,23.5,53.2,76.7,0,72.4,71.2,182,3,"D",6,4,1,216,260,1268,"mamm","D St","Q1",0,0,0,0,0,0,0,0,235.2,1,0,1,28,"D",1,0,0.0037,0,0.0935,0,0.1141,0.015,0,0.1683,0.4246,99.1714,0,7510.166,98.3972,180,180,0,87.0393,3.8265,1.6209,182.0208,71.2161,72.3798,4.3478,0,0,0,10.85,60.67,55.08,72.475,100,0,0,0,72.3798,71.2161,182.0208,188,607778,4.3895,-2.9007
"2017-12-13 16:06:05",746,1,90.5,31.7,29.4,61.1,0,61.5,58,103.1,1,"B",4,2,1,244,132,1268,"larg","B","Q1",0,0,0,0,0,0,0,0,236.4,1,0,1,28,"B",1,0,0.1061,3.5952,77.9157,17.0958,1.2586,0.0086,0,0,0,0.0057,0,459.8117,93.4003,180,180,0,100,11.4357,5.9001,103.0803,57.9927,61.5183,4.5455,0,0,0,11.925,4.98,3.395,32.615,83.3333,16.6667,0,0,61.5183,57.9927,103.0803,216,608318,3.6178,-2.6364
"2017-12-13 16:06:06",748,1,86.6,31.2,27.7,58.9,0,64.2,58,107.3,1,"B",5,2,1,246,134,1268,"jumb","B","Q1",0,0,0,0,0,0,0,0,235.4,1,0,1,28,"B",1,0,0.1243,3.4092,80.7602,14.6257,0.7375,0.2972,0,0,0,0.0297,0,477.0045,90.3584,180,180,0,91.4689,5.3797,10.1307,107.3161,58.0137,64.2045,4.3478,0,0,0,11.295,6.3,4.87,28.705,100,0,0,0,64.2045,58.0137,107.3161,218,608320,3.3691,-0.1314
"2017-12-13 16:06:06",752,1,53.1,16.2,18.45,34.65,0,50,47.6,58.5,0,"A",2,1,1,250,138,1268,"smal","A","Q1",0,0,0,0,0,0,0,0,234.5,1,0,1,28,"A",1,0,0.3568,5.6965,79.9054,13.6844,0.1032,0.0645,0.0559,0,0.0215,0.0817,0,302.9991,95.2568,176.9711,180,0,90.6273,4.552,4.8693,58.4589,47.6399,50.0176,0,0,0,0,12.085,3.565,3.21,29.29,100,0,0,0,50.0176,47.6399,58.4589,222,608324,3.6617,-2.1543
"2017-12-13 16:06:07",758,1,61.6,18.7,21.45,40.15,0,52.7,50.2,63.6,0,"A",3,1,1,0,144,1268,"medi","A","Q1",0,0,0,0,0,0,0,0,235.5,1,0,1,28,"A",1,0,0.1161,2.1208,67.6884,13.499,16.3474,0.1393,0.0116,0,0,0.0542,0,245.9777,94.91,180,180,0,89.0778,8.1736,4.9702,63.645,50.1702,52.7273,4.5455,0,0,0,11.895,4.04,3.93,29.615,100,0,0,0,52.7273,50.1702,63.645,228,608330,3.5443,-1.627
"2017-12-13 16:06:07",759,1,74.7,19.5,27.6,47.1,0,57.5,55.5,87.8,0,"A",4,1,1,1,145,1268,"larg","A","Q1",0,0,0,0,0,0,0,0,236.6,1,0,1,28,"A",1,0,0.1592,3.8504,82.2784,13.2798,0.3607,0.0585,0,0,0,0,0,364.1995,95.1616,180,180,0,92.279,13.5094,3.5669,87.7768,55.489,57.5042,0,0,0,0,11.805,4.5,3.935,28.56,100,0,0,0,57.5042,55.489,87.7768,229,608331,3.4343,-2.4818
"2017-12-13 16:06:07",761,1,69.6,16.2,26.7,42.9,0,55.4,51.2,70.4,1,"B",3,2,1,3,147,1268,"medi","B","Q1",0,0,0,0,0,0,0,0,234.4,1,0,1,28,"B",1,0,0.1097,3.0973,78.0992,16.3534,2.1612,0.139,0.0073,0,0,0.0146,0,158.5167,91.8073,180,180,0,46.2202,12.4612,7.7994,70.432,51.2453,55.4043,4.7619,0,0,0,13.095,5.62,5.55,31.675,87.5,6.25,0,6.25,55.4043,51.2453,70.432,231,608333,3.9242,-2.0985
"2017-12-13 16:06:07",763,1,86.5,29.7,28.4,58.1,0,59.2,56.7,94.8,1,"B",4,2,1,5,149,1268,"larg","B","Q1",0,0,0,0,0,0,0,0,235,1,0,1,28,"B",1,0,0.2157,4.5579,78.0887,16.7617,0.1356,0.225,0,0,0,0,0,207.6783,95.1331,180,180,0,49.8154,9.8584,4.2455,94.7582,56.7093,59.1692,9.0909,0,0,0,11.94,4.59,3.615,28.315,100,0,0,0,59.1692,56.7093,94.7582,233,608335,3.8027,-2.4784
"2017-12-13 16:06:08",768,1,104.1,32.9,35.6,68.5,0,64.9,62.7,125.5,1,"B",5,2,1,10,154,1268,"jumb","B","Q1",0,0,0,0,0,0,0,0,235,1,0,1,28,"B",1,0,0.1901,4.3551,81.4068,13.6456,0.3605,0.0099,0,0,0,0.0222,0,392.5584,95.3419,180,180,0,92.0361,9.2437,3.5113,125.4819,62.6736,64.9136,0,0,0,0,11.07,5.735,3.86,29.23,94.7368,5.2632,0,0,64.9136,62.6736,125.4819,238,608340,4.0095,-4.1952
"2017-12-13 16:06:08",769,1,73.3,26.9,23.2,50.1,0,55,53.3,79.1,1,"B",3,2,1,11,155,1268,"medi","B","Q1",0,0,0,0,0,0,0,0,234,1,0,1,28,"B",1,0,0.2013,4.8655,74.5688,19.6217,0.3991,0.3123,0.0035,0,0,0.0035,0,703.0929,96.422,174.8687,180,0,80.4951,9.2072,3.0447,79.1233,53.3343,54.9833,0,0,0,0,12.005,4.605,4.335,28.59,100,0,0,0,54.9833,53.3343,79.1233,239,608341,4.7425,-2.0023
"2017-12-13 16:06:08",770,1,108.6,21.5,43.55,65.05,0,63.9,61.2,122.5,1,"B",5,2,1,12,156,1268,"jumb","B","Q1",0,0,0,0,0,0,0,0,234.5,1,0,1,28,"B",1,0,0.0739,2.9545,76.3128,19.2898,0.1912,0.181,0,0.1428,0.0561,0.7928,0,229.0737,95.7128,180,180,0,100,7.7033,4.3848,122.4582,61.1829,63.9258,4.7619,0,0,0,11.605,4.81,2.565,29.525,84.2105,15.7895,0,0,63.9258,61.1829,122.4582,240,608342,5.7269,-2.2394
"2017-12-13 16:06:08",771,1,52.1,20.8,15.65,36.45,0,49.7,47.2,56.2,0,"A",2,1,1,13,157,1268,"smal","A","Q1",0,0,0,0,0,0,0,0,234.5,1,0,1,28,"A",1,0,0.2636,3.7791,81.3857,13.973,0.5137,0.0581,0.0045,0,0,0,0,192.1401,95.0694,180,180,0,93.9461,4.2342,5.0638,56.2166,47.2173,49.6703,0,0,0,0,12.115,3.915,3.53,29.78,92.8571,7.1429,0,0,49.6703,47.2173,56.2166,241,608343,3.6439,-1.3765
"2017-12-13 16:06:08",772,1,82.3,23.9,29.2,53.1,0,58.7,56.3,92,1,"B",4,2,1,14,158,1268,"larg","B","Q1",0,0,0,0,0,0,0,0,235.4,1,0,1,28,"B",1,0,0.0435,3.2985,80.1778,14.7671,1.3057,0.3793,0,0,0,0.0093,0,320.8243,94.8128,180,180,0,95.296,10.6872,4.2739,92.0088,56.2841,58.7421,0,0,0,0,11.88,4.74,3.245,30.005,76.4706,11.7647,0,11.7647,58.7421,56.2841,92.0088,242,608344,4.7856,-2.878
"2017-12-13 16:06:08",774,1,105.2,31.4,36.9,68.3,0,65.9,62.9,125.4,2,"C",5,3,1,16,160,1268,"jumb","C","Q1",0,0,0,0,0,0,0,0,235,1,0,1,28,"C",1,0,0.0122,0.5505,36.6773,9.7137,52.4052,0.5677,0,0,0,0.0612,0,477.8373,95.5484,176.1485,180,0,93.8299,5.8671,4.5485,125.4225,62.9237,65.8524,9.0909,0,0,0,11.775,11.745,10.435,36.93,44.4444,50,5.5556,0,65.8524,62.9237,125.4225,244,608346,4.5323,-2.9958
"2017-12-13 16:06:09",775,1,54.3,28.9,12.7,41.6,0,50.4,47.8,55.8,1,"B",2,2,1,17,161,1268,"smal","B","Q1",0,0,0,0,0,0,0,0,234.6,1,0,1,28,"B",1,0,0.1337,3.7606,73.2275,21.9208,0.2458,0.6598,0,0,0,0.0345,0,368.7715,94.8702,180,180,0,5.8121,7.5792,5.2198,55.7694,47.8178,50.3807,0,0,0,0,12.555,5.415,5.61,31.175,100,0,0,0,50.3807,47.8178,55.7694,245,608347,3.966,-2.5888
"2017-12-13 16:06:09",777,1,74.9,22,26.45,48.45,0,57.4,53.9,84.3,0,"A",4,1,1,19,163,1268,"larg","A","Q1",0,0,0,0,0,0,0,0,234.9,1,0,1,28,"A",1,0,0.1897,4.0638,82.4036,12.9568,0.1032,0.2596,0.0033,0,0,0.01,0,277.3439,93.8438,172.7764,180,0,87.2862,3.652,6.3516,84.2867,53.8789,57.4133,0,0,0,0,11.67,4.44,3.77,27.205,100,0,0,0,57.4133,53.8789,84.2867,247,608349,2.8114,-3.1018
"2017-12-13 16:06:09",778,1,88.6,26.2,31.2,57.4,0,60.1,56.8,94.2,1,"B",4,2,1,20,164,1268,"larg","B","Q1",0,0,0,0,0,0,0,0,236.4,1,0,1,28,"B",1,0,0.1209,2.4794,78.941,13.317,4.4135,0.6516,0.0029,0,0,0.059,0,223.6804,94.479,180,180,0,100,8.3863,5.6858,94.2341,56.7628,60.0847,0,0,0,0,11.82,5.67,4.455,28.885,88.2353,11.7647,0,0,60.0847,56.7628,94.2341,248,608350,2.7167,-1.2725
"2017-12-13 16:06:09",779,1,53.1,5.8,23.65,29.45,0,49.9,47.1,54.4,0,"A",2,1,1,21,165,1268,"smal","A","Q1",0,0,0,0,0,0,0,0,236.1,1,0,1,28,"A",1,0,0.402,4.7749,72.5827,21.2774,0.8967,0.0044,0.0088,0,0,0.0265,0,354.7297,93.532,180,180,0,95.2566,8.611,5.7386,54.3834,47.1245,49.9087,0,0,0,0,12.36,3.19,2.8,29.61,66.6667,20,0,13.3333,49.9087,47.1245,54.3834,249,608351,2.0565,-1.9584
"2017-12-13 16:06:09",780,1,105,34.7,35.15,69.85,0,66.2,64,123,2,"C",5,3,1,22,166,1268,"jumb","C","Q1",0,0,0,0,0,0,0,0,234.9,1,0,1,28,"C",1,0,0.2137,3.0108,72.0629,23.4479,0.9332,0.2112,0,0,0.0074,0.1056,0,806.2279,92.7792,180,180,0,93.7631,23.5981,3.3799,122.984,63.9721,66.1714,4.7619,0,0,0,11.64,8.145,6.42,30.515,72.2222,16.6667,0,11.1111,66.1714,63.9721,122.984,250,608352,2.3577,-6.6611
"2017-12-13 16:06:09",781,1,70,23.6,23.2,46.8,0,56.7,52.5,78.7,1,"B",3,2,1,23,167,1268,"medi","B","Q1",0,0,0,0,0,0,0,0,235,1,0,1,28,"B",1,0,0.0416,1.5312,48.1519,8.1096,41.0157,1.067,0,0,0.0485,0.0139,0,149.7202,91.8217,180,180,0,93.4408,14.8145,7.6047,78.7441,52.5099,56.661,0,0,0,0,12.155,6.265,5.895,30.495,93.75,0,0,6.25,56.661,52.5099,78.7441,251,608353,4.2551,-2.8211
"2017-12-13 16:06:09",782,1,99.9,5.8,47.05,52.85,0,63.6,60.8,118.7,1,"B",5,2,1,24,168,1268,"jumb","B","Q1",0,0,0,0,0,0,0,0,234.9,1,0,1,28,"B",1,0,0.0799,3.7173,67.1853,27.0622,1.4864,0.3684,0,0,0,0.0824,0,1204.748,95.5,180,180,0,100,6.0978,4.6072,118.661,60.7561,63.6212,0,0,0,0,11.735,5.95,4.685,29.965,35.2941,47.0588,0,17.6471,63.6212,60.7561,118.661,252,608354,4.0521,-0.312
"2017-12-13 16:06:10",785,1,63.9,29.1,17.4,46.5,0,53.2,49.4,65.9,0,"A",3,1,1,27,171,1268,"medi","A","Q1",0,0,0,0,0,0,0,0,235.2,1,0,1,28,"A",1,0,0.159,3.9742,80.1248,15.0982,0.5604,0.0119,0.0079,0,0,0.0358,0,440.091,92.7745,180,180,0,94.6004,7.1686,7.5036,65.9057,49.3533,53.2009,0,0,0,0,12.74,3.905,3.36,29.975,81.25,12.5,0,6.25,53.2009,49.3533,65.9057,255,608357,3.6184,-2.3332
