Batch Information
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode
"2017-12-12 16:42:56",1097,"P112","Roose","10_08","2017-12-12 08:40:36","2017-12-12 16:42:57","Roose Pro 112 Mandarin ",23,1097,"Disabled"

Fruit
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Red,Red/Orange,Dark Orange,Orange,Orange/Yellow,Yellow/Green,Green,Dark Green,Light Scar,Dark Scar,Start of Batch,Conveyor,Texture,Overall Roundness,Trapeziod Angle (Deg),Stem angle,Stem Area,Smoothness,Flatness,Elongation,Volume (ml),Minor Diameter (mm),Major Diameter (mm),Touching Factor,Double Factor,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,IQS 3 avg,IQS 4 avg,Fruit,Rough skin,Ridges,Creases,Major Diameter (mm)_duplicate_column_1,Minor Diameter (mm)_duplicate_column_1,Volume (ml)_duplicate_column_1,Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
"2017-12-12 16:43:11",504,1,134.8,38,48.4,86.4,0,72.8,71.7,192.3,3,"D",6,4,1,66,232,1097,"mamm","D St","Q1",0,0,0,0,0,0,0,0,230.2,1,0,1,28,"D",1,0,0.0019,0,0.0922,0,0.2088,0.0282,0,0.0113,0.0282,99.6201,0,5682.1758,98.4843,180,180,0,84.0386,4.0856,1.5297,192.2918,71.661,72.7656,0,0,0,0,15.34,11.36,12.32,53.81,80.9524,19.0476,0,0,72.7656,71.661,192.2918,38,310156,3.3764,-2.0569
"2017-12-12 16:43:52",868,1,133.2,31.2,51,82.2,0,69.7,66.5,152.1,2,"C",5,3,1,174,262,1097,"jumb","C","Q1",0,0,0,0,0,0,0,0,229.6,1,0,1,28,"C",1,0,0.0198,1.0092,43.3016,13.7736,40.1948,1.6548,0,0,0,0.0331,0,756.1487,93.5233,180,180,0,94.3999,14.2106,4.7723,152.0692,66.4643,69.7137,0,0,0,0,11.875,7.325,3.3,27.07,22.7273,77.2727,0,0,69.7137,66.4643,152.0692,146,310520,4.1683,-3.5988
"2017-12-12 16:43:53",885,1,100.5,26.8,36.85,63.65,0,63.4,60.6,115.9,2,"C",4,3,1,191,279,1097,"larg","C","Q1",0,0,0,0,0,0,0,0,229.9,1,0,1,28,"C",1,0,0.0905,2.839,75.9492,11.6276,8.6795,0.6013,0,0.0053,0.0346,0.1517,0,1403.8934,93.9247,180,180,0,78.7413,12.4287,4.5133,115.852,60.6443,63.4445,0,0,0,0,12.315,7.825,6.54,29.725,27.7778,33.3333,0,38.8889,63.4445,60.6443,115.852,163,310537,3.9264,-2.8114
"2017-12-12 16:43:54",886,1,192.3,28.7,81.8,110.5,0,82.4,77.4,241.1,2,"C",7,3,1,192,280,1097,"colo","C","Q1",0,0,0,0,0,0,0,0,230.2,1,0,1,28,"C",1,0,0.0285,2.2446,61.6185,9.82,25.9815,0.174,0,0,0.0475,0.0823,0,2953.7661,92.4503,180,180,0,94.97,13.0732,6.2657,241.1117,77.4129,82.4202,0,0,0,0,10.25,14.605,10.975,43.865,18.1818,77.2727,4.5455,0,82.4202,77.4129,241.1117,164,310538,3.0109,-2.0236
"2017-12-12 16:43:54",888,1,110.6,33.2,38.7,71.9,0,68.6,63.4,137,2,"C",5,3,1,194,282,1097,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"C",1,0,0.0093,0.7222,67.2709,9.9343,21.3597,0.4613,0,0,0.007,0.2213,0,1200.424,90.4693,180,180,0,93.8534,14.1716,7.8546,136.9772,63.4443,68.6314,0,0,0,0,11.915,10.69,8.19,39.695,16.6667,77.7778,0,5.5556,68.6314,63.4443,136.9772,166,310540,4.2927,-2.1385
"2017-12-12 16:43:55",896,1,165.1,14.6,75.25,89.85,0,79.9,76.3,225.8,2,"C",7,3,1,202,290,1097,"colo","C","Q1",0,0,0,0,0,0,0,0,230.3,1,0,1,28,"C",1,0,0.0539,3.0651,74.9199,19.0087,2.8003,0.0409,0,0,0.0016,0.1014,0,2272.7756,93.9635,180,180,0,93.8506,15.8177,4.5497,225.81,76.3373,79.8912,0,0,0,0,10.21,30.01,23.62,50.15,9.0909,86.3636,4.5455,0,79.8912,76.3373,225.81,174,310548,5.0262,-1.4484
"2017-12-12 16:43:55",899,1,145,43.7,50.65,94.35,0,74.7,71.2,180.9,2,"C",6,3,1,205,293,1097,"mamm","C","Q1",0,0,0,0,0,0,0,0,229.3,1,0,1,28,"C",1,0,0.0369,2.1534,81.1472,14.3401,2.0641,0.2039,0,0,0,0.0408,0,1504.6661,92.8671,180,180,0,94.4817,15.0493,4.7747,180.875,71.2004,74.6831,0,0,0,0,11.35,9.545,4.685,31.92,25,65,0,10,74.6831,71.2004,180.875,177,310551,3.5866,-3.881
"2017-12-12 16:43:55",903,1,129.1,48.8,40.15,88.95,0,70.9,67.8,159.9,2,"C",6,3,1,209,297,1097,"mamm","C","Q1",0,0,0,0,0,0,0,0,229.9,1,0,1,28,"C",1,0,0.0316,2.0016,65.0949,9.4958,22.8072,0.3497,0,0,0,0.2065,0,1378.3119,93.7095,180,180,0,91.7021,18.714,4.4633,159.9187,67.7698,70.8636,0,0,0,0,13.045,10.91,10.43,37.365,10.5263,84.2105,0,5.2632,70.8636,67.7698,159.9187,181,310555,5.2446,-4.7611
"2017-12-12 16:43:56",905,1,158,13.8,72.1,85.9,0,79,73.7,207.8,2,"C",7,3,1,211,299,1097,"colo","C","Q1",0,0,0,0,0,0,0,0,230.2,1,0,1,28,"C",1,0,0.0209,1.1873,68.6792,13.5517,16.2035,0.272,0,0,0,0.0767,0,1059.314,91.2132,180,180,0,91.8454,19.1138,6.9629,207.796,73.6857,79.0015,0,0,0,0,11.015,14.15,8.785,37.16,0,85.7143,0,14.2857,79.0015,73.6857,207.796,183,310557,2.9146,-3.6803
"2017-12-12 16:43:56",906,1,142,25,58.5,83.5,0,71.6,67.7,161.7,2,"C",6,3,1,212,300,1097,"mamm","C","Q1",0,0,0,0,0,0,0,0,230,1,0,1,28,"C",1,0,0.0166,1.1316,44.6488,14.5362,39.0219,0.4306,0,0,0,0.2018,0,882.3683,93.0093,180,180,0,91.3205,12.6475,5.638,161.6523,67.6545,71.5795,0,0,0,0,11.725,10.52,5.86,33.775,10,90,0,0,71.5795,67.6545,161.6523,184,310558,3.4362,-2.3772
