Batch Information
EventTime,SizerBatchId,GrowerCode,GrowerName,BatchName,StartTime,EventTime,Name,SizerId,BatchId,DensityMode
"2017-12-11 20:42:35",999,"P112","Roose","12_13","2017-12-11 12:39:32","2017-12-11 20:42:35","Roose Pro 112 Mandarin ",23,999,"Disabled"

Fruit
EventTime,Cup,Lane,Weight,LR_Diff,DownWeight,UpWeight,GradeValue,MajorDiameter,MinorDiameter,Volume,VisionGrade,Grade,SizerSize,SizerGrade,SizerQuality,RodPulse,RodIndex,BatchId,SizeName,GradeName,QualityName,InternalQuality1,InternalQuality2,InternalQuality3,InternalQuality4,InternalQuality5,InternalQuality6,InternalQuality7,InternalQuality8,CupWeight,FruitLength,Subkey,Provider,Offset,Grade,Lane,Red,Red/Orange,Dark Orange,Orange,Orange/Yellow,Yellow/Green,Green,Dark Green,Light Scar,Dark Scar,Start of Batch,Conveyor,Texture,Overall Roundness,Trapeziod Angle (Deg),Stem angle,Stem Area,Smoothness,Flatness,Elongation,Volume (ml),Minor Diameter (mm),Major Diameter (mm),Touching Factor,Double Factor,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,IQS 3 avg,IQS 4 avg,Fruit,Rough skin,Ridges,Creases,Major Diameter (mm)_duplicate_column_1,Minor Diameter (mm)_duplicate_column_1,Volume (ml)_duplicate_column_1,Cyclic Rod Number,Trip Rod,Fruit Center X (mm),Fruit Center Y (mm)
"2017-12-11 20:42:52",974,1,138.6,26.5,56.05,82.55,0,73.1,72.1,195,3,"D",6,4,1,108,192,999,"mamm","D St","Q1",0,0,0,0,0,0,0,0,230.9,1,0,1,28,"D",1,0,0,0,0.0597,0,0.0915,0.0131,0,0.0261,0.0373,99.7648,0,5843.6807,98.6459,180,180,0,100,3.7976,1.3645,195.0492,72.0852,73.0755,0,0,0,0,15.84,11.95,12.93,54.47,95.6522,4.3478,0,0,73.0755,72.0852,195.0492,80,154806,2.9826,-2.3038
"2017-12-11 20:43:55",568,1,82.8,11.6,35.6,47.2,0,58.5,56.6,95.9,2,"C",4,3,1,170,98,999,"larg","C","Q1",0,0,0,0,0,0,0,0,231,1,0,1,28,"C",1,0,0.0157,0.4053,17.7605,8.4734,71.4946,1.3101,0.0031,0,0,0.5153,0,347.9876,96.4254,180,180,0,94.5998,8.5842,3.2756,95.9058,56.6152,58.5006,0,0,0,0,11.38,8.1,7.345,29.17,84.2105,15.7895,0,0,58.5006,56.6152,95.9058,142,155380,3.6234,-1.4995
"2017-12-11 20:43:56",579,1,129.8,23.7,53.05,76.75,0,72.9,67.9,164,1,"B",6,2,1,181,109,999,"mamm","B","Q1",0,0,0,0,0,0,0,0,230.5,1,0,1,28,"B",1,0,0.031,2.0906,84.4639,8.8763,4.3319,0.0516,0,0.0041,0.0103,0.1259,0,1597.9565,91.0833,180,180,0,100,18.5879,7.1393,164.0215,67.8513,72.8748,0,0,0,0,12.025,6.715,3.66,29.515,28.5714,71.4286,0,0,72.8748,67.8513,164.0215,153,155391,2.5405,-3.8689
"2017-12-11 20:43:57",584,1,115.9,16.5,49.7,66.2,0,66.8,62.1,132.1,2,"C",5,3,1,186,114,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,231.2,1,0,1,28,"C",1,0,0,0.0245,17.6147,3.9862,68.7006,9.5174,0.0049,0,0,0.1396,0,913.4052,92.9272,180,180,0,93.3348,4.489,7.3334,132.1403,62.0966,66.8237,0,0,0,0,11.915,11.105,7.02,37.475,42.1053,57.8947,0,0,66.8237,62.0966,132.1403,158,155396,3.8134,-5.275
"2017-12-11 20:43:58",590,1,95.3,19.2,38.05,57.25,0,62.6,58.4,104.2,2,"C",4,3,1,192,120,999,"larg","C","Q1",0,0,0,0,0,0,0,0,230.7,1,0,1,28,"C",1,0,0.0141,1.2492,61.9376,6.0112,30.0842,0.1102,0,0.0057,0,0.5737,0,371.1607,91.9447,180,180,0,100,16.2342,6.9159,104.1799,58.4259,62.6113,0,0,0,0,11.85,7.455,6.85,31.165,83.3333,16.6667,0,0,62.6113,58.4259,104.1799,164,155402,3.9059,-2.795
"2017-12-11 20:43:58",591,1,90.9,9.2,40.85,50.05,0,62.3,58.7,106.1,1,"B",4,2,1,193,121,999,"larg","B","Q1",0,0,0,0,0,0,0,0,230.1,1,0,1,28,"B",1,0,0.0668,2.648,79.3479,5.7359,12.0761,0.0056,0,0,0,0.1086,0,423.303,93.1451,180,180,0,100,13.7772,5.847,106.1359,58.7385,62.2764,0,0,0,0,12.465,6.19,5.035,30.03,72.2222,27.7778,0,0,62.2764,58.7385,106.1359,165,155403,4.6567,-2.9732
"2017-12-11 20:43:58",593,1,136.1,23,56.55,79.55,0,72.7,69.6,178.5,2,"C",6,3,1,195,123,999,"mamm","C","Q1",0,0,0,0,0,0,0,0,230.5,1,0,1,28,"C",1,0,0.0218,1.6651,80.246,7.6394,9.9828,0.2136,0,0,0.002,0.2215,0,830.0411,94.9443,180,180,0,93.506,9.0684,4.3803,178.5481,69.5527,72.6675,0,0,0,0,10.495,10.285,4.91,27.705,28.5714,71.4286,0,0,72.6675,69.5527,178.5481,167,155405,4.7893,-2.0585
"2017-12-11 20:43:58",595,1,73.7,21.5,26.1,47.6,0,57.9,55.9,87.8,1,"B",4,2,1,197,125,999,"larg","B","Q1",0,0,0,0,0,0,0,0,231.2,1,0,1,28,"B",1,0,0.0229,0.242,25.6451,6.9207,65.8446,0.9616,0.0033,0,0,0.3401,0,395.0779,94.6635,180,180,0,92.323,12.9328,3.6293,87.7822,55.8531,57.9177,0,0,0,0,12.435,6.725,6.43,30.505,88.2353,11.7647,0,0,57.9177,55.8531,87.7822,169,155407,2.6466,-2.0223
"2017-12-11 20:43:58",596,1,128.1,6,61.05,67.05,0,72.6,66.9,166.9,2,"C",6,3,1,198,126,999,"mamm","C","Q1",0,0,0,0,0,0,0,0,230.1,1,0,1,28,"C",1,0,0.0755,1.9045,67.5036,10.4409,19.5121,0.4532,0,0,0,0.098,0,2076.7476,91.8965,180,180,0,100,8.6475,8.2018,166.9393,66.8634,72.582,0,0,0,0,11.365,10.965,5.365,26.28,15,80,0,5,72.582,66.8634,166.9393,170,155408,4.0445,-3.5829
"2017-12-11 20:43:59",605,1,102.1,21.1,40.5,61.6,0,65.4,61.3,125.8,2,"C",5,3,1,207,135,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.8,1,0,1,28,"C",1,0,0.0076,0,12.5524,3.8994,76.9901,6.3634,0.0025,0,0,0.1668,0,555.5706,93.8412,180,180,0,100,7.7746,6.3588,125.7841,61.3293,65.3571,0,0,0,0,11.105,13.865,10.96,35.98,50,50,0,0,65.3571,61.3293,125.7841,179,155417,2.7442,-2.419
"2017-12-11 20:43:59",607,1,125.5,22.2,51.65,73.85,0,67.5,65.1,145.6,2,"C",5,3,1,209,137,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.9,1,0,1,28,"C",1,0,0,0.0277,12.3462,3.9241,80.506,3.0186,0.0023,0,0.0046,0.159,0,470.6913,96.0027,180,180,0,100,9.52,3.7412,145.6226,65.0689,67.5497,0,0,0,0,11.795,7.705,4.63,41.875,42.1053,57.8947,0,0,67.5497,65.0689,145.6226,181,155419,3.6536,-2.6721
"2017-12-11 20:44:00",608,1,125.8,6.2,59.8,66,0,70.1,67.7,157.8,2,"C",6,3,1,210,138,999,"mamm","C","Q1",0,0,0,0,0,0,0,0,229.6,1,0,1,28,"C",1,0,0.0021,0.1353,24.6675,4.6405,64.8871,5.5535,0,0,0.0021,0.1031,0,493.7066,94.7152,180,180,0,100,16.1522,3.497,157.8036,67.6997,70.1093,0,0,0,0,11.505,9.205,6.095,28.275,35,65,0,0,70.1093,67.6997,157.8036,182,155420,3.4919,-2.4698
"2017-12-11 20:44:00",615,1,86.5,13,36.75,49.75,0,60.9,56.6,101.4,1,"B",4,2,1,217,145,999,"larg","B","Q1",0,0,0,0,0,0,0,0,231.3,1,0,1,28,"B",1,0.0059,0.5488,2.0794,67.8215,9.9164,18.4919,0.8691,0.089,0,0.0148,0.1453,0,628.5654,92.3649,180,180,0,100,8.2913,7.4232,101.4262,56.5728,60.9341,0,0,0,0,12.555,5.88,4.27,31.555,64.7059,23.5294,0,11.7647,60.9341,56.5728,101.4262,189,155427,3.9057,-2.5307
"2017-12-11 20:44:01",617,1,95.2,19.2,38,57.2,0,62.8,59.9,107.8,1,"B",4,2,1,219,147,999,"larg","B","Q1",0,0,0,0,0,0,0,0,230.2,1,0,1,28,"B",1,0,0.0683,3.102,87.7777,6.5348,2.4516,0.0027,0,0,0,0.0519,0,401.2203,93.8058,180,180,0,93.9076,19.296,4.6522,107.7811,59.9131,62.7668,0,0,0,0,12.59,5.145,3.515,32.45,47.3684,36.8421,0,15.7895,62.7668,59.9131,107.7811,191,155429,3.7184,-2.0312
"2017-12-11 20:44:01",620,1,128.9,11,58.95,69.95,0,70.3,67.7,158.8,2,"C",6,3,1,222,150,999,"mamm","C","Q1",0,0,0,0,0,0,0,0,230.1,1,0,1,28,"C",1,0,0.0107,1.6222,65.7787,7.9486,23.5811,0.0448,0,0.2156,0,0.7855,0,767.0646,94.2553,180,180,0,100,15.2867,3.7247,158.8126,67.705,70.2747,0,0,0,0,10.675,8.295,4.685,29.255,21.0526,78.9474,0,0,70.2747,67.705,158.8126,194,155432,5.1088,-1.5319
"2017-12-11 20:44:01",625,1,88.5,21.3,33.6,54.9,0,61.3,57.5,103,2,"C",4,3,1,227,155,999,"larg","C","Q1",0,0,0,0,0,0,0,0,229.6,1,0,1,28,"C",1,0,0.0174,1.5414,51.7929,7.7473,38.2649,0.1504,0.0029,0,0,0.4685,0,449.7534,93.4271,180,180,0,100,8.7531,6.4596,102.9671,57.4873,61.3246,0,0,0,0,12.29,8.56,7.36,32.07,76.4706,23.5294,0,0,61.3246,57.4873,102.9671,199,155437,5.0711,-1.065
"2017-12-11 20:44:03",642,1,111.5,25,43.25,68.25,0,65.7,62.8,133.5,2,"C",5,3,1,244,172,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.1,1,0,1,28,"C",1,0,0.0442,1.771,88.0516,7.0498,2.8381,0.1398,0,0,0,0.0883,0,529.769,95.5012,180,180,0,100,9.1775,4.5962,133.4882,62.7658,65.7186,0,0,0,0,12.09,7.395,5.135,28.59,55,30,5,10,65.7186,62.7658,133.4882,216,155454,3.107,-2.3939
"2017-12-11 20:44:03",643,1,93.9,21,36.45,57.45,0,62.5,58.4,108.1,1,"B",4,2,1,245,173,999,"larg","B","Q1",0,0,0,0,0,0,0,0,230.3,1,0,1,28,"B",1,0,0.0447,3.1192,85.362,8.4695,2.8818,0.0475,0,0,0,0.0586,0,420.7969,92.8705,180,180,0,91.87,15.4432,6.8478,108.1178,58.3985,62.5392,0,0,0,0,13.065,6.64,4.785,29.38,85,15,0,0,62.5392,58.3985,108.1178,217,155455,2.859,-1.9659
"2017-12-11 20:44:04",647,1,114.4,17.3,48.55,65.85,0,68.4,60.8,124,2,"C",5,3,1,249,177,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.5,1,0,1,28,"C",1,0,0.0099,1.3769,82.4512,5.6856,10.3206,0.0148,0,0,0.0074,0.1187,0,413.0345,88.3487,180,180,0,100,22.4648,11.7655,123.9953,60.8395,68.445,0,0,0,0,13.13,7.7,4.49,34.285,31.5789,47.3684,0,21.0526,68.445,60.8395,123.9953,221,155459,2.8731,-0.126
"2017-12-11 20:44:04",648,1,119.5,23.9,47.8,71.7,0,69.2,66.2,153.8,2,"C",5,3,1,250,178,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.6,1,0,1,28,"C",1,0,0.0087,1.3893,78.2608,6.7738,13.1174,0.0917,0,0,0,0.3451,0,1147,95.0608,180,180,0,100,11.2792,4.4392,153.7737,66.2211,69.2275,0,0,0,0,11.105,10.245,7.53,31.715,26.3158,63.1579,0,10.5263,69.2275,66.2211,153.7737,222,155460,2.6604,1.7618
"2017-12-11 20:44:04",649,1,92.7,15,38.85,53.85,0,62.5,60.2,110.6,2,"C",4,3,1,251,179,999,"larg","C","Q1",0,0,0,0,0,0,0,0,230.5,1,0,1,28,"C",1,0,0.0082,0.5729,59.5247,5.4141,33.8496,0.2001,0,0,0,0.4112,0,600.7764,94.7105,180,180,0,100,16.365,3.722,110.5735,60.19,62.4728,0,0,0,0,11.18,7.97,5.685,29.7,52.9412,23.5294,0,23.5294,62.4728,60.19,110.5735,223,155461,2.3022,-3.3811
"2017-12-11 20:44:04",650,1,117.4,19.8,48.8,68.6,0,68.3,64.8,140.8,1,"B",5,2,1,252,180,999,"jumb","B","Q1",0,0,0,0,0,0,0,0,230.4,1,0,1,28,"B",1,0,0.023,1.7711,90.6322,6.563,0.7627,0.2044,0,0,0,0.0322,0,641.5294,93.8243,180,180,0,100,15.599,5.1909,140.7889,64.8109,68.2648,0,0,0,0,12.395,5.15,2.71,27.975,47.3684,36.8421,0,15.7895,68.2648,64.8109,140.7889,224,155462,3.3093,-3.886
"2017-12-11 20:44:04",651,1,114.2,24.2,45,69.2,0,68.6,63.5,136.3,2,"C",5,3,1,253,181,999,"jumb","C","Q1",0,0,0,0,0,0,0,0,230.2,1,0,1,28,"C",1,0,0.0329,2.2619,90.1836,6.7833,0.6184,0.0541,0,0,0.0047,0.0517,0,796.5054,91.3484,180,180,0,100,15.5172,7.6374,136.3124,63.5082,68.5512,0,0,0,0,12.825,7.385,4.025,28.535,77.7778,22.2222,0,0,68.5512,63.5082,136.3124,225,155463,3.4313,-4.0469
